Sample Number,Sample Time,Sample Type Code,Variable Name,VMV Code,Value,Unit Code,Detection Limit,Flag,Status
19PY000125,11/5/2018 14:30,1,Carbon Total Inorganic,100531,29700,UG/L,0.3,,U
19PY000137,11/20/2018 13:45,1,Nickel Total,107924,0.69,UG/L,0.02,,U
19PY000187,12/3/2018 14:15,1,Lithium Total,107920,4.71,UG/L,0.01,,U
19PY000189,12/17/2018 14:05,1,Silver Total,107904,0.001,UG/L,0.001,L,U
19PY000189,12/17/2018 14:05,1,Phosphorus Total,15406,2.1,UG/L,0.0005,,U
19PY000200,1/7/2019 13:45,1,Platinum Dissolved,107963,0.001,UG/L,0.001,L,U
19PY000301,1/16/2019 13:30,1,Platinum Dissolved,107963,0.001,UG/L,0.001,L,U
19PY000301,1/16/2019 13:30,1,Strontium Total,107932,296,UG/L,0.05,,U
19PY000301,1/16/2019 13:30,1,Carbon Total Inorganic,100531,31800,UG/L,0.3,,U
19PY000302,1/30/2019 10:50,1,Iron Total,107917,30.7,UG/L,0.5,,U
19PY000411,2/18/2019 13:55,1,Potassium dissolved/filtered,1181,1400,UG/L,0.1,,U
19PY000575,3/4/2019 13:30,1,Strontium Total,107932,304,UG/L,0.05,,U
19PY000657,4/3/2019 10:25,1,Lead Dissolved,107961,0.027,UG/L,0.005,,U
19PY000657,4/3/2019 10:25,1,Nickel Dissolved,107960,0.86,UG/L,0.02,,U
19PY000657,4/3/2019 10:25,1,Carbon Total Inorganic,100531,31700,UG/L,0.3,,U
19PY000679,4/17/2019 12:17,1,Sulphate Dissolved,8265,83600,UG/L,2.5,,U
19PY000804,5/15/2019 12:55,1,Gallium Total,107918,0.175,UG/L,0.001,,U
19PY000804,5/15/2019 12:55,1,Silver Total,107904,0.022,UG/L,0.001,,U
19PY000804,5/15/2019 12:55,1,Thallium Total,107934,0.012,UG/L,0.001,,U
19PY000813,6/12/2019 9:45,1,Nickel Total,107924,3.39,UG/L,0.02,,U
19PY000933,6/26/2019 11:59,1,Aluminum Dissolved,107941,8.3,UG/L,0.5,,U
17PY005791,10/31/2016 11:50,1,Rubidium Total,107928,0.807,UG/L,0.001,,U
17PY005812,1/9/2017 14:45,1,Chromium Dissolved,107950,0.32,UG/L,0.02,,U
17PY005812,1/9/2017 14:45,1,Lead Dissolved,107961,0.099,UG/L,0.005,,U
17PY005319,5/16/2016 11:50,1,Nickel Dissolved,107960,0.74,UG/L,0.02,,U
17PY005379,8/10/2016 15:25,1,Lanthanum Dissolved,107955,0.142,UG/L,5.00E-04,,U
17PY005990,2/28/2017 16:00,1,Barium Dissolved,107944,61.7,UG/L,0.05,,U
17PY005990,2/28/2017 16:00,1,Lanthanum Dissolved,107955,0.012,UG/L,0.001,,U
17PY005990,2/28/2017 16:00,1,Manganese Total,107921,13.9,UG/L,0.05,,U
17PY005990,2/28/2017 16:00,1,Niobium Total,107923,0.002,UG/L,0.002,L,U
17PY006103,4/3/2017 8:45,1,Cyanide Total,109641,6,UG/L,0.006,L,U
17PY006103,4/3/2017 8:45,1,Cyanide weak acid dissociable,109642,6,UG/L,0.006,L,U
17PY006103,4/3/2017 8:45,1,Nickel Total,107924,0.81,UG/L,0.02,,U
17PY006103,4/3/2017 8:45,1,Niobium Total,107923,0.002,UG/L,0.002,L,U
17PY006303,5/15/2017 12:45,1,Gallium Dissolved,107954,0.059,UG/L,0.001,,U
17PY006314,5/29/2017 14:40,1,Gallium Total,107918,0.048,UG/L,0.001,,U
17PY006320,6/14/2017 12:20,1,Lead Dissolved,107961,0.01,UG/L,0.005,,U
17PY006335,7/5/2017 11:58,1,Chromium Dissolved,107950,0.16,UG/L,0.02,,U
17PY006335,7/5/2017 11:58,1,Lithium Total,107920,4.06,UG/L,0.01,,U
17PY006340,7/31/2017 14:15,1,Strontium Total,107932,221,UG/L,0.05,,U
17PY006450,11/15/2016 13:45,1,Lanthanum Total,107919,0.051,UG/L,0.001,,U
17PY006450,11/15/2016 13:45,1,Uranium Total,107935,1.75,UG/L,0.0005,,U
17PY006450,11/15/2016 13:45,1,Nitrogen Nitrite,444,27,UG/L,0.005,,U
17PY006450,11/15/2016 13:45,1,Colour True,1963,4.7,CU,1,,U
17PY006454,11/30/2016 15:45,1,Cyanide Total,109641,6,UG/L,0.006,L,U
17PY006454,11/30/2016 15:45,1,Lanthanum Dissolved,107955,0.013,UG/L,0.001,,U
17PY006454,11/30/2016 15:45,1,Turbidity,2074,0.7,NTU,0.05,,U
17PY006461,2/1/2017 14:45,1,Chromium Dissolved,107950,0.05,UG/L,0.02,,U
17PY006461,2/1/2017 14:45,1,Uranium Total,107935,2.11,UG/L,0.0005,,U
17PY006558,8/15/2017 12:45,1,Nickel Dissolved,107960,0.6,UG/L,0.02,,U
17PY006648,8/29/2017 11:45,1,Chromium Dissolved,107950,0.06,UG/L,0.02,,U
18PY005052,9/18/2017 12:45,1,Sulphate Dissolved,8265,54800,UG/L,0.5,,U
18PY005054,10/16/2017 14:35,1,Lanthanum Dissolved,107955,0.024,UG/L,0.001,,U
18PY005054,10/16/2017 14:35,1,Fluoride Dissolved,8261,90,UG/L,0.01,,U
18PY005936,5/28/2018 12:09,1,Nickel Total,107924,4.45,UG/L,0.02,,U
18PY005936,5/28/2018 12:09,1,Alkalinity Total CaCO3,10101,35600,UG/L,0.5,,U
18PY005936,5/28/2018 12:09,1,Sulphate Dissolved,8265,19400,UG/L,0.1,,U
18PY005936,5/28/2018 12:09,1,Phosphorus Total,15406,69.1,UG/L,0.0005,,U
18PY006122,6/19/2018 12:41,1,Thallium Total,107934,0.004,UG/L,0.001,,U
18PY006125,7/3/2018 14:45,1,Nickel Total,107924,1.27,UG/L,0.02,,U
18PY006230,7/16/2018 10:15,1,Tungsten Dissolved,107973,0.007,UG/L,0.001,,U
18PY006236,7/30/2018 16:00,1,Silver Total,107904,0.002,UG/L,0.001,,U
18PY006311,8/15/2018 15:30,1,Aluminum Total,107905,80.7,UG/L,0.5,,U
18PY006311,8/15/2018 15:30,1,Gallium Total,107918,0.024,UG/L,0.001,,U
18PY006311,8/15/2018 15:30,1,Nickel Total,107924,1.19,UG/L,0.02,,U
18PY006311,8/15/2018 15:30,1,Tungsten Dissolved,107973,0.007,UG/L,0.001,,U
19PY000040,9/18/2018 11:30,1,Manganese Total,107921,14.3,UG/L,0.05,,U
19PY000042,10/3/2018 11:35,1,Uranium Dissolved,107971,1.55,UG/L,0.0005,,U
19PY000117,10/22/2018 12:40,1,Alkalinity Total CaCO3,10101,115000,UG/L,0.5,,U
19PY000125,11/5/2018 14:30,1,Chromium Dissolved,107950,0.04,UG/L,0.02,,U
19PY000125,11/5/2018 14:30,1,Nickel Dissolved,107960,0.74,UG/L,0.02,,U
19PY000125,11/5/2018 14:30,1,Potassium dissolved/filtered,1181,1300,UG/L,0.1,,U
19PY000187,12/3/2018 14:15,1,Gallium Total,107918,0.007,UG/L,0.001,,U
19PY000187,12/3/2018 14:15,1,Manganese Total,107921,10.2,UG/L,0.05,,U
19PY000187,12/3/2018 14:15,1,Platinum Dissolved,107963,0.001,UG/L,0.001,L,U
19PY000189,12/17/2018 14:05,1,Carbon Total Inorganic,100531,30600,UG/L,0.3,,U
19PY000200,1/7/2019 13:45,1,Lanthanum Total,107919,0.02,UG/L,0.001,,U
19PY000200,1/7/2019 13:45,1,Turbidity,2074,0.05,NTU,0.05,L,U
19PY000301,1/16/2019 13:30,1,Lanthanum Dissolved,107955,0.01,UG/L,0.001,,U
19PY000301,1/16/2019 13:30,1,Lead Dissolved,107961,0.005,UG/L,0.005,L,U
19PY000302,1/30/2019 10:50,1,Manganese Total,107921,11.8,UG/L,0.05,,U
